 src_bytes, service, dst_bytes, diff_srv_rate, flag, same_srv_rate, dst_host_srv_count, dst_host_same_srv_rate, dst_host_diff_srv_rate, dst_host_serror_rate, classification.
508,ecr_i,0,0.0,SF,1.0,124,0.5,0.02,0.0,Anormal
2599,smtp,293,0.67,SF,0.67,246,0.96,0.04,0.0,Anormal
164,ftp,601,0.0,SF,1.0,108,0.42,0.03,0.0,Anormal
1,other,1,1.0,SF,0.01,1,0.0,1.0,0.0,Anormal
54540,http,8314,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,telnet,44,0.0,SF,1.0,250,0.98,0.02,0.27,Anormal
18,eco_i,0,0.0,SF,1.0,118,1.0,0.0,0.0,Anormal
32,pop_3,93,0.0,SF,1.0,201,0.91,0.01,0.0,Anormal
0,ftp_data,0,0.08,S0,0.17,8,0.03,0.07,0.83,Anormal
0,telnet,44,0.0,SF,1.0,231,0.91,0.02,0.33,Anormal
53,private,50,0.0,SF,1.0,255,1.0,0.0,0.0,normal
1008,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
1032,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
2599,smtp,293,0.0,SF,1.0,246,0.96,0.04,0.0,Anormal
0,telnet,0,0.0,REJ,1.0,22,0.09,0.03,0.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,0.21,0.02,Anormal
0,private,0,0.0,SH,1.0,1,0.02,1.0,1.0,Anormal
26,ftp,157,0.0,SF,1.0,25,0.49,0.08,0.0,Anormal
337,http,286,0.0,SF,1.0,224,0.88,0.02,0.0,normal
0,auth,0,0.06,REJ,0.03,7,0.03,0.06,0.0,Anormal
211,http,1247,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,netbios_ns,0,0.06,S0,0.1,12,0.05,0.05,1.0,Anormal
105,private,147,0.0,SF,1.0,253,0.99,0.01,0.0,normal
0,imap4,0,0.75,REJ,0.25,33,0.13,0.16,0.0,Anormal
0,telnet,0,0.0,S0,1.0,59,0.83,0.03,0.83,Anormal
0,gopher,0,0.06,REJ,0.02,5,0.02,0.06,0.0,Anormal
14241,smtp,922,0.0,SF,1.0,1,0.0,0.02,0.0,normal
0,ftp_data,0,0.07,REJ,0.03,8,0.03,0.07,0.0,Anormal
24,telnet,109,0.75,SF,0.5,85,0.32,0.15,0.0,Anormal
0,telnet,44,0.0,SF,1.0,223,0.87,0.13,0.5,Anormal
124,telnet,174,0.0,SF,1.0,92,0.36,0.02,0.0,Anormal
0,csnet_ns,0,0.07,S0,0.05,6,0.02,0.06,1.0,Anormal
0,pop_3,36,0.75,RSTO,0.25,48,0.19,0.02,0.01,Anormal
283618,ftp_data,0,0.0,SF,1.0,4,1.0,0.0,0.0,Anormal
0,telnet,0,0.0,S0,1.0,83,0.34,0.02,1.0,Anormal
26,pop_3,93,0.0,SF,1.0,155,0.89,0.02,0.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.06,Anormal
32,pop_3,93,0.0,SF,1.0,38,0.97,0.05,0.0,Anormal
0,systat,0,0.1,S0,0.05,8,0.03,0.1,1.0,Anormal
0,other,0,1.0,S0,0.0,1,0.0,1.0,0.13,Anormal
146,other,105,0.0,SF,1.0,7,0.03,0.06,0.0,normal
59424,http,0,0.0,RSTR,1.0,253,0.99,0.01,0.0,Anormal
0,private,0,1.0,REJ,0.0,1,0.0,1.0,0.0,Anormal
0,netbios_ssn,0,0.07,S0,0.03,4,0.02,0.06,1.0,Anormal
1032,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,telnet,0,0.0,SF,1.0,77,0.5,0.02,0.0,Anormal
0,smtp,83,0.0,SF,1.0,187,0.73,0.02,0.0,normal
0,ftp,0,0.08,RSTO,0.04,9,0.04,0.08,0.0,Anormal
6291668,ftp_data,0,0.0,SF,1.0,51,0.17,0.67,0.0,normal
613,smtp,392,0.0,SF,1.0,1,0.0,0.08,0.0,normal
48,ftp_data,0,0.0,SF,1.0,81,0.89,0.11,0.0,normal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.52,Anormal
124,telnet,174,0.0,SF,1.0,26,0.1,0.02,0.0,Anormal
53,private,51,0.0,SF,1.0,255,1.0,0.0,0.0,normal
105,private,147,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
0,telnet,0,0.0,REJ,1.0,89,0.33,0.05,0.0,Anormal
0,hostnames,0,0.08,S0,0.1,18,0.07,0.08,1.0,Anormal
1,other,1,1.0,SF,0.0,1,0.0,1.0,0.0,Anormal
1008,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.31,Anormal
0,telnet,15,0.0,RSTO,1.0,128,0.54,0.23,0.0,Anormal
0,telnet,0,0.06,RSTO,0.02,5,0.02,0.06,0.0,Anormal
54540,http,8314,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
105,private,146,0.0,SF,1.0,252,0.99,0.01,0.0,Anormal
0,telnet,44,0.0,S3,1.0,156,0.61,0.02,0.55,Anormal
87164,http,0,0.0,RSTR,1.0,232,0.99,0.01,0.0,Anormal
508,ecr_i,0,0.0,SF,1.0,54,0.31,0.03,0.0,Anormal
283618,ftp_data,0,0.0,SF,1.0,25,1.0,0.0,0.0,Anormal
1008,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
52,private,54,0.0,SF,1.0,255,1.0,0.0,0.0,normal
41,private,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
0,link,0,0.06,REJ,0.04,10,0.04,0.06,0.02,Anormal
105,private,0,0.0,SF,1.0,255,1.0,0.0,0.0,normal
8324,http,0,0.0,RSTR,1.0,255,1.0,0.0,0.0,Anormal
0,other,0,1.0,S0,0.0,1,0.0,0.97,0.16,Anormal
123,telnet,178,0.0,RSTO,1.0,6,0.27,0.14,0.0,Anormal
78404,http,0,0.0,RSTR,1.0,255,1.0,0.0,0.0,Anormal
0,discard,0,0.09,S0,0.02,3,0.01,0.08,1.0,Anormal
160,ftp,597,0.0,SF,1.0,111,0.44,0.03,0.0,Anormal
161,ftp,599,0.0,SF,1.0,117,0.5,0.03,0.0,Anormal
132,telnet,178,0.0,S3,1.0,5,0.02,0.35,0.01,Anormal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.54,Anormal
123,telnet,174,0.0,SF,1.0,255,1.0,0.0,0.01,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.0,Anormal
263,http,1490,0.0,SF,1.0,229,0.9,0.01,0.0,normal
1032,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,imap4,44,1.0,RSTO,0.5,60,0.26,0.06,0.03,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.14,Anormal
0,telnet,44,0.0,S3,1.0,131,0.51,0.02,0.53,Anormal
0,telnet,0,0.0,REJ,1.0,89,0.34,0.03,0.01,Anormal
30,pop_3,217,0.0,SF,1.0,1,0.0,0.01,0.01,Anormal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.6,Anormal
105,private,146,0.0,SF,1.0,183,1.0,0.0,0.0,Anormal
0,smtp,83,0.0,SF,1.0,187,0.72,0.02,0.0,normal
226,http,1035,0.0,SF,1.0,255,1.0,0.0,0.03,normal
41,private,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
160,ftp,599,0.0,SF,1.0,55,0.34,0.04,0.0,Anormal
72564,http,0,0.0,S3,1.0,239,0.94,0.01,0.01,Anormal
105,private,146,0.0,SF,1.0,253,0.99,0.01,0.0,Anormal
0,ftp,0,0.06,RSTO,0.06,13,0.05,0.07,0.0,Anormal
220,ftp,764,0.0,SF,1.0,39,0.22,0.02,0.0,normal
12,ftp_data,0,0.0,SF,1.0,39,1.0,0.0,0.0,Anormal
0,discard,0,0.1,S0,0.02,3,0.01,0.1,1.0,Anormal
0,efs,0,0.19,S0,0.14,5,0.02,0.17,1.0,Anormal
122,telnet,174,0.0,SF,1.0,176,0.69,0.02,0.0,Anormal
0,telnet,44,0.0,SF,1.0,248,0.97,0.02,0.33,Anormal
0,telnet,44,0.0,SF,1.0,199,0.78,0.02,0.33,Anormal
105,private,146,0.0,SF,1.0,248,0.97,0.01,0.0,Anormal
1032,ecr_i,0,0.0,SF,1.0,130,0.51,0.46,0.1,Anormal
740,ftp_data,0,0.0,SF,1.0,50,0.13,0.02,0.01,normal
10220,ftp_data,0,0.0,S1,1.0,9,0.07,0.04,0.01,normal
0,sunrpc,0,1.0,REJ,0.25,39,0.15,0.03,0.0,Anormal
158,ftp,595,1.0,SF,0.5,18,0.07,0.93,0.0,Anormal
12,ftp_data,0,0.0,SF,1.0,9,1.0,0.0,0.0,Anormal
0,http,0,0.0,REJ,1.0,29,0.11,0.55,0.0,normal
43,domain_u,127,0.0,SF,1.0,109,0.6,0.02,0.0,normal
54,private,55,0.0,SF,1.0,255,1.0,0.0,0.0,normal
52,private,53,0.0,SF,1.0,254,1.0,0.01,0.0,normal
30,eco_i,0,0.5,SF,0.25,1,0.0,0.01,0.0,normal
207,http,1295,0.0,SF,1.0,153,1.0,0.0,0.0,normal
0,systat,0,0.07,S0,0.04,10,0.04,0.07,1.0,Anormal
105,private,147,0.0,SF,1.0,10,1.0,0.0,0.0,Anormal
0,private,0,0.0,REJ,1.0,1,0.0,0.99,0.0,Anormal
0,time,0,0.1,S0,0.01,1,0.0,0.09,1.0,Anormal
0,private,0,0.0,SH,1.0,1,0.01,1.0,1.0,Anormal
18,eco_i,0,0.0,SF,1.0,71,1.0,0.0,0.0,Anormal
123,telnet,174,0.0,SF,1.0,159,0.62,0.02,0.0,Anormal
0,telnet,44,0.0,S3,1.0,142,0.56,0.03,0.26,Anormal
0,smtp,83,0.0,SF,1.0,194,0.76,0.02,0.0,normal
1032,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,imap4,44,1.0,RSTO,0.5,29,0.11,0.03,0.0,Anormal
0,other,0,0.0,REJ,1.0,5,0.1,0.1,0.0,Anormal
0,time,0,0.06,RSTO,0.0,1,0.0,0.06,0.0,Anormal
60884,http,0,0.0,RSTR,1.0,255,1.0,0.0,0.0,Anormal
75484,http,1,0.0,RSTR,1.0,253,0.99,0.01,0.0,Anormal
28,pop_3,93,0.0,SF,1.0,219,0.86,0.04,0.0,Anormal
1,private,0,0.77,SF,0.14,31,0.12,0.78,0.0,normal
126,telnet,188,0.0,SF,1.0,6,0.02,0.02,0.0,Anormal
12,ftp_data,0,0.0,SF,1.0,1,0.25,0.5,0.0,Anormal
1,other,1,1.0,SF,0.0,1,0.0,1.0,0.0,Anormal
283618,ftp_data,0,0.0,SF,1.0,26,1.0,0.0,0.0,Anormal
124,telnet,188,0.0,RSTO,1.0,254,1.0,0.01,0.01,Anormal
12,ftp_data,0,0.0,SF,1.0,8,1.0,0.0,0.0,Anormal
51,private,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
41,private,41,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
368,http,940,0.0,SF,1.0,255,1.0,0.0,0.0,normal
267,other,0,0.5,SF,0.5,14,0.05,0.01,0.0,Anormal
0,http_443,0,0.07,REJ,0.16,19,0.07,0.06,0.0,Anormal
1,private,0,0.56,SF,0.11,1,0.0,0.36,0.0,normal
1032,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,0.96,0.14,Anormal
0,private,0,0.07,S0,0.04,5,0.02,0.07,1.0,Anormal
12,ftp_data,0,0.0,SF,1.0,5,0.62,0.25,0.0,Anormal
0,telnet,44,0.0,S3,1.0,181,0.71,0.02,0.42,Anormal
18,eco_i,0,0.0,SF,1.0,40,1.0,0.0,0.0,Anormal
1,private,1,0.97,SF,0.03,1,0.0,0.58,0.0,Anormal
41,private,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
162,ftp,597,0.0,SF,1.0,3,0.6,0.4,0.0,Anormal
115,other,0,0.0,SF,1.0,40,0.16,0.04,0.0,normal
1480,ecr_i,0,0.0,SF,1.0,1,1.0,0.0,0.0,Anormal
54540,http,8314,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,private,0,0.0,RSTR,1.0,1,0.0,0.81,0.0,Anormal
0,telnet,15,0.0,RSTO,1.0,85,0.33,0.03,0.0,Anormal
0,other,0,0.0,REJ,1.0,11,0.04,0.02,0.0,Anormal
12,ftp_data,0,0.0,SF,1.0,23,1.0,0.0,0.0,Anormal
45,private,51,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,imap4,44,1.0,SF,0.33,34,0.01,0.07,0.0,Anormal
1,other,1,1.0,SF,0.0,1,0.0,1.0,0.0,Anormal
0,netstat,0,0.07,REJ,0.08,18,0.07,0.07,0.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.05,Anormal
57964,http,0,0.0,RSTR,1.0,255,1.0,0.0,0.0,Anormal
0,ftp_data,8035,0.0,SF,1.0,1,0.0,0.02,0.0,Anormal
18,eco_i,0,0.0,SF,1.0,50,1.0,0.0,0.0,Anormal
0,Z39_50,0,0.06,S0,0.07,19,0.07,0.07,1.0,Anormal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.09,Anormal
0,telnet,0,0.0,REJ,1.0,84,0.32,0.04,0.0,Anormal
1032,ecr_i,0,0.0,SF,1.0,156,0.61,0.01,0.0,Anormal
32,pop_3,93,0.0,SF,1.0,112,0.87,0.02,0.0,Anormal
0,uucp,0,0.07,RSTO,0.02,2,0.01,0.06,0.0,Anormal
283618,ftp_data,0,0.0,SF,1.0,73,0.29,0.02,0.0,Anormal
156,ftp,591,0.0,SF,1.0,100,0.39,0.03,0.02,Anormal
19,ftp_data,0,0.0,SF,1.0,32,0.16,0.02,0.0,normal
1032,ecr_i,0,0.0,SF,1.0,46,0.18,0.01,0.0,Anormal
124,telnet,188,0.0,SF,1.0,254,1.0,0.01,0.01,Anormal
0,finger,0,0.05,S0,0.5,80,0.31,0.02,0.97,Anormal
0,telnet,44,0.0,SF,1.0,101,0.4,0.02,0.59,Anormal
27,pop_3,93,0.0,SF,1.0,211,0.83,0.02,0.0,Anormal
46,domain_u,77,0.01,SF,1.0,253,0.99,0.01,0.0,normal
54,private,51,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,time,0,0.1,S0,0.02,4,0.02,0.1,1.0,Anormal
12,ftp_data,0,0.0,SF,1.0,2,0.5,0.5,0.0,Anormal
10925,smtp,920,0.0,SF,1.0,6,0.02,0.98,0.0,normal
31,pop_3,93,0.0,SF,1.0,132,0.52,0.02,0.0,Anormal
162,ftp,597,0.0,SF,1.0,3,0.01,0.08,0.0,Anormal
0,telnet,44,0.0,SF,1.0,167,0.65,0.02,0.5,Anormal
0,telnet,44,0.0,S3,1.0,151,0.59,0.37,0.48,Anormal
777,telnet,124974,0.0,SF,1.0,7,0.41,0.12,0.0,normal
0,domain,0,0.05,REJ,0.05,12,0.05,0.05,0.0,Anormal
44,pm_dump,556,0.8,SF,0.2,6,0.02,0.71,0.0,Anormal
54540,http,8314,0.0,SF,1.0,251,0.98,0.01,0.0,Anormal
53,private,51,0.0,SF,1.0,255,1.0,0.0,0.0,normal
32,pop_3,93,0.0,SF,1.0,82,0.84,0.03,0.0,Anormal
45,private,42,0.0,SF,1.0,255,1.0,0.0,0.0,normal
32,pop_3,93,0.0,SF,1.0,240,0.94,0.01,0.0,Anormal
1008,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
508,ecr_i,0,0.0,SF,1.0,94,0.43,0.02,0.0,Anormal
122,telnet,174,0.0,SF,1.0,253,0.99,0.01,0.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.06,Anormal
12,ftp_data,0,0.0,SF,1.0,17,1.0,0.0,0.0,Anormal
55,private,53,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,iso_tsap,0,0.07,REJ,0.02,4,0.02,0.07,0.0,Anormal
520,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
109,telnet,131,0.0,SF,1.0,5,0.24,0.14,0.0,Anormal
0,telnet,44,0.0,SF,1.0,103,0.4,0.02,0.58,Anormal
53,private,51,0.0,SF,1.0,255,1.0,0.0,0.0,normal
44,domain_u,133,0.0,SF,1.0,254,1.0,0.01,0.0,normal
0,echo,0,0.07,S0,0.07,14,0.05,0.07,1.0,Anormal
0,telnet,15,0.0,SF,1.0,41,0.16,0.04,0.0,Anormal
49,private,0,0.0,SF,1.0,253,0.99,0.01,0.0,Anormal
54540,http,8314,0.0,SF,1.0,245,0.96,0.01,0.0,Anormal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.63,Anormal
62344,http,0,0.0,RSTR,1.0,255,1.0,0.0,0.0,Anormal
0,http,0,0.17,REJ,0.43,50,0.2,0.1,0.0,Anormal
20,eco_i,0,0.0,SF,1.0,45,1.0,0.0,0.0,Anormal
244,http,4498,0.0,SF,1.0,225,0.88,0.05,0.0,normal
44,private,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
32,pop_3,93,0.0,SF,1.0,98,0.86,0.03,0.0,Anormal
162,ftp,597,0.0,SF,1.0,30,0.12,0.03,0.4,Anormal
0,csnet_ns,0,0.09,S0,0.09,16,0.06,0.1,1.0,Anormal
508,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,imap4,44,1.0,RSTO,0.5,52,0.2,0.02,0.0,Anormal
47,private,0,0.0,SF,1.0,253,0.99,0.01,0.0,Anormal
73024,http,0,0.0,RSTR,1.0,255,1.0,0.0,0.03,Anormal
53,private,50,0.0,SF,1.0,255,1.0,0.0,0.0,normal
28,pop_3,93,1.0,SF,0.5,249,0.98,0.01,0.0,Anormal
6,login,0,1.0,SF,0.0,1,0.0,1.0,0.02,Anormal
0,telnet,0,0.06,S0,0.0,1,0.0,0.07,1.0,Anormal
0,telnet,0,0.0,REJ,1.0,19,0.02,0.04,0.0,Anormal
0,csnet_ns,0,0.06,REJ,0.06,16,0.06,0.07,0.0,Anormal
0,efs,0,0.06,REJ,0.18,19,0.07,0.05,0.0,Anormal
160,ftp,599,0.0,SF,1.0,88,0.47,0.03,0.0,Anormal
1032,ecr_i,0,0.0,SF,1.0,5,0.02,0.01,0.0,Anormal
0,http,0,0.67,S0,0.33,22,0.09,0.05,0.82,Anormal
53,private,55,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,whois,0,0.06,REJ,0.02,5,0.02,0.06,0.0,Anormal
607,ftp_data,0,0.0,SF,1.0,6,0.02,0.02,0.0,normal
1,private,0,0.99,SF,0.02,2,0.01,0.85,0.0,normal
151,ftp_data,0,0.0,SF,1.0,55,0.23,0.21,0.01,normal
24,telnet,109,0.75,SF,0.5,83,0.32,0.15,0.0,Anormal
0,telnet,44,0.0,SF,1.0,220,0.86,0.03,0.33,Anormal
508,ecr_i,0,0.0,SF,1.0,132,0.52,0.02,0.0,Anormal
57184,http,0,0.0,RSTR,1.0,254,1.0,0.01,0.01,Anormal
0,systat,0,0.06,S0,0.02,6,0.02,0.07,1.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.04,Anormal
43,private,43,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
45,private,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,telnet,44,0.0,S3,1.0,157,0.62,0.03,0.33,Anormal
43,private,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
0,telnet,0,0.17,RSTO,0.17,56,0.22,0.11,0.0,Anormal
42,private,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
12,ftp_data,0,0.0,SF,1.0,34,0.13,0.03,0.02,Anormal
0,telnet,44,0.0,S3,1.0,111,0.44,0.03,0.14,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.03,Anormal
0,telnet,15,0.67,RSTO,0.67,144,0.56,0.02,0.0,Anormal
105,private,146,0.0,SF,1.0,193,0.99,0.01,0.0,normal
160,ftp,597,0.0,SF,1.0,7,0.78,0.22,0.0,Anormal
1,private,0,0.71,SF,0.02,1,0.0,0.61,0.0,Anormal
0,sunrpc,0,0.0,REJ,1.0,29,0.11,0.03,0.02,Anormal
0,finger,0,0.07,RSTO,0.0,1,0.0,0.07,0.0,Anormal
44,domain_u,44,0.0,SF,1.0,255,1.0,0.0,0.0,normal
24,telnet,109,1.0,SF,0.33,84,0.32,0.03,0.0,Anormal
105,private,146,0.0,SF,1.0,236,1.0,0.01,0.0,normal
105,private,146,0.0,SF,1.0,187,0.99,0.01,0.0,normal
0,private,0,0.82,REJ,0.05,3,0.05,0.74,0.02,normal
0,private,0,0.0,SH,1.0,1,0.01,1.0,1.0,Anormal
2727,smtp,334,0.0,SF,1.0,31,0.12,0.03,0.0,normal
28,pop_3,93,0.0,SF,1.0,251,0.98,0.01,0.0,Anormal
120,telnet,188,0.0,RSTO,1.0,164,0.64,0.02,0.0,Anormal
0,sunrpc,0,0.8,REJ,0.2,49,0.19,0.02,0.0,Anormal
0,exec,0,0.05,RSTO,0.07,10,0.04,0.06,0.0,Anormal
1008,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
2599,smtp,293,0.0,SF,1.0,244,0.96,0.05,0.0,Anormal
1008,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,ldap,0,0.06,REJ,0.06,17,0.07,0.07,0.0,Anormal
125,telnet,174,0.0,SF,1.0,148,0.58,0.02,0.0,Anormal
0,name,0,0.07,REJ,0.06,17,0.07,0.06,0.0,Anormal
520,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
1,private,0,0.46,SF,0.13,17,0.07,0.59,0.0,normal
283618,ftp_data,0,0.0,SF,1.0,8,1.0,0.0,0.0,Anormal
53,private,57,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,finger,0,0.07,S0,0.5,75,0.29,0.02,0.97,Anormal
44,private,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,telnet,15,0.0,SF,1.0,37,0.15,0.04,0.0,Anormal
42,domain_u,124,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.15,Anormal
18,eco_i,0,0.0,SF,1.0,233,1.0,0.0,0.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.04,Anormal
0,ftp_data,0,0.07,REJ,0.04,8,0.03,0.08,0.01,Anormal
28,private,0,0.0,SF,1.0,38,0.66,0.05,0.0,normal
44,domain_u,136,0.0,SF,1.0,255,1.0,0.0,0.0,normal
125,telnet,174,0.0,SF,1.0,254,1.0,0.01,0.01,Anormal
0,telnet,44,0.0,SF,1.0,228,0.89,0.11,0.5,Anormal
0,other,0,0.0,RSTR,1.0,1,0.0,0.12,0.0,Anormal
239,http,3222,0.0,SF,1.0,229,0.9,0.02,0.0,normal
0,telnet,12,0.0,RSTO,1.0,103,0.4,0.02,0.0,Anormal
0,other,0,1.0,S0,0.0,1,0.0,1.0,0.05,Anormal
0,sunrpc,0,1.0,REJ,0.25,52,0.19,0.04,0.0,Anormal
0,uucp,0,0.05,RSTO,0.12,17,0.07,0.06,0.0,Anormal
28,private,0,0.0,SF,1.0,83,0.33,0.02,0.19,normal
0,pop_3,36,1.0,RSTO,0.5,59,0.24,0.03,0.0,Anormal
48,private,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
0,telnet,15,0.0,S2,1.0,32,0.13,0.04,0.0,Anormal
44,domain_u,74,0.0,SF,1.0,255,1.0,0.0,0.0,normal
52,private,50,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,vmnet,0,0.06,REJ,0.05,14,0.05,0.06,0.0,Anormal
26,pop_3,93,0.0,SF,1.0,235,0.92,0.02,0.0,Anormal
520,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
263,other,0,0.0,SF,1.0,2,0.05,0.12,0.0,Anormal
0,ctf,0,0.06,REJ,0.02,6,0.02,0.06,0.0,Anormal
24,telnet,715,0.75,SF,0.5,85,0.34,0.03,0.0,Anormal
0,mtp,0,0.08,REJ,0.02,4,0.02,0.07,0.82,Anormal
156,ftp,595,0.0,SF,1.0,2,0.67,0.67,0.0,Anormal
54540,http,8314,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,systat,0,0.06,S0,0.02,5,0.02,0.06,1.0,Anormal
0,gopher,0,0.07,S0,0.07,18,0.07,0.08,1.0,Anormal
245,ftp_data,0,0.67,SF,0.67,6,0.02,0.02,0.0,normal
0,discard,0,0.07,RSTO,0.0,1,0.0,0.07,0.0,Anormal
160,ftp,597,0.0,SF,1.0,54,0.21,0.03,0.15,Anormal
0,private,0,0.0,SF,1.0,1,0.25,0.5,0.0,Anormal
0,imap4,44,1.0,RSTO,0.33,54,0.27,0.1,0.0,Anormal
339,http,284,0.0,SF,1.0,230,0.9,0.01,0.0,normal
124,telnet,174,0.0,SF,1.0,205,0.8,0.02,0.0,Anormal
0,mtp,0,0.06,REJ,0.03,8,0.03,0.06,0.0,Anormal
12,ftp_data,0,0.0,SF,1.0,29,1.0,0.0,0.0,Anormal
54,private,50,0.0,SF,1.0,255,1.0,0.0,0.0,normal
2599,smtp,293,0.5,SF,0.75,243,0.95,0.05,0.0,Anormal
0,telnet,0,0.0,S0,1.0,111,0.63,0.1,0.58,Anormal
0,iso_tsap,0,0.09,S0,0.06,9,0.04,0.09,1.0,Anormal
0,discard,0,0.07,RSTO,0.06,17,0.07,0.07,0.0,Anormal
26,pop_3,93,0.0,SF,1.0,238,0.93,0.01,0.0,Anormal
283618,ftp_data,0,0.0,SF,1.0,9,0.01,0.02,0.0,Anormal
0,private,0,0.0,RSTR,1.0,1,0.0,0.64,0.0,Anormal
0,imap4,0,1.0,REJ,0.5,35,0.25,0.02,0.0,Anormal
53,private,50,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,telnet,44,0.0,SF,1.0,181,0.71,0.27,0.5,Anormal
0,pop_3,36,1.0,RSTO,0.33,59,0.23,0.02,0.01,Anormal
105,private,147,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,pop_3,36,0.75,RSTO,0.25,60,0.25,0.03,0.03,Anormal
159,ftp,597,0.0,SF,1.0,22,0.63,0.09,0.0,Anormal
2599,smtp,293,0.0,SF,1.0,78,0.31,0.14,0.0,Anormal
0,uucp,0,0.06,RSTO,0.12,17,0.07,0.05,0.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.03,Anormal
18,eco_i,0,0.0,SF,1.0,33,1.0,0.0,0.0,Anormal
1215,smtp,335,0.0,SF,1.0,164,0.64,0.03,0.0,normal
2599,smtp,293,0.0,SF,1.0,246,0.96,0.04,0.0,Anormal
283618,ftp_data,0,0.0,SF,1.0,31,0.83,0.33,0.0,Anormal
164,ftp,599,0.0,SF,1.0,94,0.37,0.03,0.0,Anormal
383,ftp_data,0,0.0,SF,1.0,67,0.53,0.08,0.0,normal
45,domain_u,79,0.01,SF,0.99,254,1.0,0.01,0.0,normal
1,other,1,1.0,SF,0.0,1,0.0,1.0,0.0,Anormal
0,supdup,0,0.09,S0,0.04,6,0.02,0.09,1.0,Anormal
0,http_443,0,0.06,REJ,0.08,9,0.04,0.06,0.0,Anormal
56504,http,0,0.0,RSTR,1.0,255,1.0,0.0,0.0,Anormal
53,private,54,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.04,Anormal
44,domain_u,44,0.0,SF,1.0,117,0.68,0.01,0.0,normal
119,telnet,174,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
